company_name,ratings,reviews,Industry,locations,highly_rated_aspects,critically_rated_aspects
Publicis Sapient,3.4,3.8k,IT Services & Consulting,Bangalore / Bengaluru +46 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Subros,3.8,3.8k,Auto Components,Noida +89 other locations,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal"
PVR INOX,3.9,3.8k,Media & Entertainment,New Delhi +150 other locations,Job Security,Promotions / Appraisal
Viatris,4.1,3.8k,Pharma,Hyderabad / Secunderabad +80 other locations,"Salary & Benefits, Job Security, Work Life Balance",
XpressBees,4.2,3.8k,Logistics,Pune +475 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
American Express,4.1,3.8k,Financial Services,Gurgaon / Gurugram +53 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Automatic Data Processing (ADP),3.9,3.7k,Software Product,Hyderabad / Secunderabad +40 other locations,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
PNB MetLife,3.4,3.7k,Insurance,New Delhi +425 other locations,,"Job Security, Company Culture, Work Satisfaction"
Escorts Kubota Limited,4.1,3.7k,Automobile,Faridabad +155 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Kyndryl,3.9,3.7k,IT Services & Consulting,Bangalore / Bengaluru +37 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Aditya Birla Sun Life Insurance,4.0,3.7k,Insurance,Mumbai +487 other locations,"Work Life Balance, Company Culture, Job Security",
Grasim Industries,4.0,3.7k,Building Material,Bharuch +242 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Aditya Birla Capital,3.8,3.7k,NBFC,Mumbai +339 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Maersk,4.0,3.7k,Logistics,Chennai +49 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal
Altruist Technologies,4.4,3.6k,BPO,Bangalore / Bengaluru +45 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Glenmark Pharmaceuticals,3.8,3.6k,Pharma,Mumbai +184 other locations,,Promotions / Appraisal
Synechron,3.5,3.6k,IT Services & Consulting,Pune +32 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Birlasoft,3.5,3.6k,IT Services & Consulting,Pune +50 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Dabur,3.8,3.6k,FMCG,New Delhi +320 other locations,Salary & Benefits,Promotions / Appraisal
Godrej & Boyce Manufacturing,3.9,3.6k,Consumer Electronics & Appliances,Mumbai +165 other locations,Job Security,Promotions / Appraisal
Samvardhana Motherson Group,3.7,3.6k,Auto Components,Noida +93 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Sodexo,4.0,3.6k,Facility Management Services,Mumbai +157 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
JK Cement,4.0,3.6k,Building Material,New Delhi +328 other locations,Salary & Benefits,
Cogent E Services,3.2,3.6k,BPO,Noida +55 other locations,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Bharat Electronics,4.2,3.6k,Electronics Manufacturing,Bangalore / Bengaluru +87 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
KPIT Technologies,3.0,3.6k,Software Product,Pune +44 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Kotak Mahindara Life Insurance,3.5,3.6k,Insurance,Mumbai +256 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Abbott,4.1,3.6k,Pharma,Mumbai +214 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Aarti Industries,4.1,3.5k,Agro Chemicals,Bharuch +58 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Ipca Laboratories,3.8,3.5k,Pharma,Mumbai +160 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Reliance Projects & Property Management Services,4.0,3.5k,Other,Kolkata +618 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Indian Oil Corporation,4.3,3.5k,Oil & Gas,New Delhi +308 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Reliance Digital,4.2,3.5k,Retail,Mumbai +378 other locations,"Skill Development / Learning, Job Security, Company Culture",
Alkem Laboratories,3.9,3.5k,Pharma,Mumbai +196 other locations,Salary & Benefits,Promotions / Appraisal
MRF Tyres,3.6,3.5k,Auto Components,Chennai +193 other locations,,"Company Culture, Work Satisfaction, Work Life Balance"
Johnson Controls,3.5,3.5k,Industrial Automation,Pune +57 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Cloudnine Hospital,4.4,3.4k,Healthcare,Bangalore / Bengaluru +46 other locations,"Company Culture, Work Life Balance, Job Security",
"NTT DATA, Inc.",3.9,3.5k,IT Services & Consulting,Bangalore / Bengaluru +36 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
PhonePe,4.1,3.4k,FinTech,Bangalore / Bengaluru +391 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Honda Motorcycle & Scooter,4.1,3.4k,Automobile,Gurgaon / Gurugram +298 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
IGT Solutions,3.2,3.4k,BPO,New Delhi +47 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
UNO Minda,3.9,3.4k,Auto Components,Pune +109 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
Vishal Mega Mart,3.8,3.4k,Retail,New Delhi +378 other locations,Salary & Benefits,
Hindustan Coca Cola Beverages,4.0,3.4k,Beverage,Bangalore / Bengaluru +259 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",Promotions / Appraisal
24/7 Customer,3.4,3.4k,Software Product,Bangalore / Bengaluru +36 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
ArcelorMittal Nippon Steel,4.1,3.4k,Iron & Steel,Surat +85 other locations,"Job Security, Work Life Balance, Company Culture",
UBS,3.8,3.4k,Financial Services,Pune +19 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
DTDC Express,3.7,3.4k,Logistics,New Delhi +270 other locations,,"Promotions / Appraisal, Salary & Benefits"
Ford Motor,4.2,3.4k,Automobile,Chennai +130 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
Bajaj General Insurance Limited,3.7,3.4k,Insurance,Pune +303 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Reliance Nippon Life Insurance,3.4,3.3k,Insurance,Mumbai +483 other locations,,"Job Security, Company Culture, Work Satisfaction"
Ceat Tyres,3.9,3.3k,Auto Components,Nagpur +140 other locations,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
ABB,4.1,3.3k,Industrial Machinery,Bangalore / Bengaluru +107 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
RSPL Group,4.0,3.3k,FMCG,Kanpur +256 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
HARMAN,3.8,3.3k,Consumer Electronics & Appliances,Bangalore / Bengaluru +42 other locations,Work Life Balance,Promotions / Appraisal
Blinkit,3.7,3.3k,Internet,Gurgaon / Gurugram +145 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
Barclays,3.7,3.3k,Banking,Pune +36 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
AGS Health,4.0,3.3k,Analytics & KPO,Chennai +63 other locations,"Company Culture, Job Security, Work Life Balance",
NatWest Group,4.0,3.3k,Banking,Gurgaon / Gurugram +29 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
Indian Air Force,4.5,3.2k,Defence & Aerospace,New Delhi +134 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
TVS Credit Services Ltd,4.2,3.2k,NBFC,Chennai +424 other locations,"Company Culture, Salary & Benefits, Work Life Balance",
InterGlobe Aviation,3.5,3.2k,Aviation,New Delhi +104 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance"
Niva Bupa Health Insurance Company,4.1,3.2k,Insurance,New Delhi +319 other locations,"Company Culture, Work Life Balance, Job Security",
Conduent,3.4,3.2k,BPO,Bangalore / Bengaluru +35 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Alstom Transportation,3.7,3.2k,Engineering & Construction,Bangalore / Bengaluru +80 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
Croma,3.8,3.2k,Retail,Mumbai +191 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Tata Technologies,3.4,3.2k,Engineering & Construction,Pune +55 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
GeBBS Healthcare Solutions,3.7,3.2k,BPO,Mumbai +26 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Allcargo Logistics,3.8,3.2k,Logistics,Mumbai +175 other locations,Work Life Balance,Promotions / Appraisal
Tata AIG,4.0,3.2k,Insurance,Mumbai +260 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Marpu Foundation,4.9,3.1k,Non-Profit,Hyderabad / Secunderabad +61 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
UPL,4.1,3.1k,Agro Chemicals,Ankleshwar +186 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Max Healthcare,3.9,3.1k,Healthcare,New Delhi +78 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Amazon Transportation Services,4.2,3.1k,Logistics,Hyderabad / Secunderabad +228 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
PepsiCo,4.0,3.1k,Food Processing,Hyderabad / Secunderabad +275 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Titan Company,4.2,3.1k,Retail,Bangalore / Bengaluru +184 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Dilip Buildcon,3.9,3.1k,Engineering & Construction,Bhopal +225 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
Mankind Pharma,3.8,3.1k,Pharma,New Delhi +247 other locations,Salary & Benefits,
Walmart,3.5,3.1k,Retail,Bangalore / Bengaluru +92 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Varroc Group,3.6,3.1k,Auto Components,Pune +62 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Future Group,4.2,3.1k,Retail,Mumbai +208 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
S&P Global,4.0,3.1k,Analytics & KPO,Hyderabad / Secunderabad +47 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
Jindal Stainless,4.1,3k,Iron & Steel,Jajpur +78 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
MSN Laboratories,3.6,3k,Pharma,Hyderabad / Secunderabad +105 other locations,Job Security,"Company Culture, Work Satisfaction, Work Life Balance"
Afcons Infrastructure,4.2,3k,Engineering & Construction,Mumbai +121 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
Societe Generale Global Solution Centre,3.6,3k,IT Services & Consulting,Bangalore / Bengaluru +24 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Torrent Pharmaceuticals,4.0,3k,Pharma,Ahmedabad +129 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Quest Global,3.5,3k,IT Services & Consulting,Bangalore / Bengaluru +49 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Square Yards,3.6,3k,Internet,Gurgaon / Gurugram +51 other locations,,"Job Security, Work Life Balance, Work Satisfaction"
CMS IT Services,3.1,3k,IT Services & Consulting,Mumbai +152 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ACC,3.9,2.9k,Building Material,Mumbai +273 other locations,,"Promotions / Appraisal, Job Security"
I Process Services,3.8,2.9k,Recruitment,Mumbai +405 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
HDFC Sales,3.9,2.9k,Financial Services,Mumbai +345 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
IDFC FIRST Bharat,4.2,2.9k,Financial Services,Chennai +421 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Zensar Technologies,3.7,2.9k,IT Services & Consulting,Pune +28 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
Suzlon Group,4.0,2.9k,Power,Pune +142 other locations,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits"
ESAF Small Finance Bank,3.6,2.9k,Banking,Thrissur +440 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
DS Group,4.1,2.9k,FMCG,Noida +281 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Shoppers Stop,4.0,2.9k,Retail,Mumbai +83 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Sagility,3.9,2.9k,BPO,Bangalore / Bengaluru +27 other locations,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
Tata Elxsi,3.5,2.9k,IT Services & Consulting,Bangalore / Bengaluru +30 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Eternal Limited,3.7,2.9k,Internet,Gurgaon / Gurugram +219 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
Ola Electric Mobility,3.4,2.9k,Automobile,Bangalore / Bengaluru +419 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
Fujitsu,3.8,2.9k,IT Services & Consulting,Pune +41 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
VVDN Technologies,3.6,2.9k,IT Services & Consulting,Gurgaon / Gurugram +49 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Indus Towers,3.6,2.9k,Telecom,Gurgaon / Gurugram +240 other locations,,"Promotions / Appraisal, Job Security, Work Life Balance"
Yazaki,3.9,2.8k,Auto Components,Pune +95 other locations,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Nokia,4.0,2.8k,Telecom,Bangalore / Bengaluru +166 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Apollo Tyres,4.0,2.8k,Auto Components,Chennai +181 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Bharat Financial Inclusion,3.7,2.8k,Financial Services,Hyderabad / Secunderabad +494 other locations,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction"
IKS Health,3.6,2.8k,Healthcare,Mumbai +31 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Fiserv,2.9,2.8k,FinTech,Pune +32 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
UnitedHealth,4.0,2.8k,Healthcare,Hyderabad / Secunderabad +17 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Shree Cement,3.8,2.8k,Building Material,Beawar +255 other locations,,"Promotions / Appraisal, Job Security"
Landmark Group,3.8,2.8k,Retail,Bangalore / Bengaluru +174 other locations,Job Security,Promotions / Appraisal
SRF,4.1,2.7k,Chemicals,Bharuch +67 other locations,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal
Dalmia Bharat Cement,3.9,2.7k,Building Material,Kolkata +250 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Britannia,4.0,2.7k,FMCG,Pune +299 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
Blue Dart Express Ltd,3.9,2.7k,Logistics,Mumbai +279 other locations,"Job Security, Company Culture",Promotions / Appraisal
Kansai Nerolac Paints,3.8,2.7k,Chemicals,Mumbai +253 other locations,,Promotions / Appraisal
Exide Industries,3.4,2.7k,Auto Components,Kolkata +199 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Whitehat jr,3.3,2.7k,EdTech,Mumbai +49 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Shell,3.9,2.7k,Oil & Gas,Bangalore / Bengaluru +91 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
Flex,3.9,2.7k,Electronics Manufacturing,Chennai +46 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Nestlé,3.8,2.7k,FMCG,Gurgaon / Gurugram +279 other locations,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Zepto,3.5,2.7k,Internet,Bangalore / Bengaluru +101 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Capita,3.5,2.7k,BPO,Pune +31 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Micro Labs,3.6,2.7k,Pharma,Bangalore / Bengaluru +151 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ElasticRun,3.6,2.7k,Logistics,Pune +386 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
TVS Supply Chain Solutions,3.8,2.6k,Logistics,Chennai +153 other locations,,"Promotions / Appraisal, Salary & Benefits"
